9.4996 	INFO 	Loaded monitor calibration from ['2025_08_12 10:43']
10.7308 	EXP 	Created line4 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line4', opacity=1, ori=90.0, pos=array([150.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
10.7339 	EXP 	Created probe = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='probe', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
10.7376 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([-0.2549,  0.2392,  0.2549]), fillColorSpace='rgb', fillRGB=array([-0.2549,  0.2392,  0.2549]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
10.7401 	EXP 	Created line1 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line1', opacity=1, ori=90.0, pos=array([-150.,    0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
10.7426 	EXP 	Created line2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line2', opacity=1, ori=90.0, pos=array([-50.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
10.7449 	EXP 	Created line3 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line3', opacity=1, ori=90.0, pos=array([50.,  0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
10.7472 	EXP 	Created line4 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line4', opacity=1, ori=90.0, pos=array([150.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
10.7501 	EXP 	Created probe = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='probe', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
0.0164 	EXP 	Imported sequence_con.xlsx as conditions, 4 conditions, 2 params
0.0189 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'pos': -50, 'corr_resp': 'x', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0237 	EXP 	fixation: autoDraw = True
1.0109 	EXP 	line1: autoDraw = True
1.0109 	EXP 	line2: autoDraw = True
1.0109 	EXP 	line3: autoDraw = True
1.0109 	EXP 	line4: autoDraw = True
1.0274 	EXP 	fixation: autoDraw = False
2.0109 	INFO 	Keyboard events cleared
2.0107 	EXP 	probe: autoDraw = True
9.2687 	EXP 	Device response: <KeyPress from None: t=9.251288700004807, value=x, duration=None>
9.2691 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'pos': 150, 'corr_resp': 'v', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
9.2708 	DATA 	Keypress: x
9.2751 	EXP 	fixation: autoDraw = False
9.2751 	EXP 	line1: autoDraw = False
9.2751 	EXP 	line2: autoDraw = False
9.2751 	EXP 	line3: autoDraw = False
9.2751 	EXP 	line4: autoDraw = False
9.2751 	EXP 	probe: autoDraw = False
9.2751 	EXP 	fixation: autoDraw = True
9.4090 	EXP 	Device response: <KeyPress from None: t=9.251288700004807, value=x, duration=0.1492366000020411>
10.2749 	EXP 	fixation: autoDraw = False
10.2749 	EXP 	line1: autoDraw = True
10.2749 	EXP 	line2: autoDraw = True
10.2749 	EXP 	line3: autoDraw = True
10.2749 	EXP 	line4: autoDraw = True
11.2747 	INFO 	Keyboard events cleared
11.2745 	EXP 	probe: autoDraw = True
12.0247 	EXP 	Device response: <KeyPress from None: t=12.013315799995326, value=v, duration=None>
12.0254 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'pos': 50, 'corr_resp': 'c', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
12.0277 	DATA 	Keypress: v
12.0413 	EXP 	fixation: autoDraw = False
12.0413 	EXP 	line1: autoDraw = False
12.0413 	EXP 	line2: autoDraw = False
12.0413 	EXP 	line3: autoDraw = False
12.0413 	EXP 	line4: autoDraw = False
12.0413 	EXP 	probe: autoDraw = False
12.0413 	EXP 	fixation: autoDraw = True
12.2078 	EXP 	Device response: <KeyPress from None: t=12.013315799995326, value=v, duration=0.1821883000084199>
13.0405 	EXP 	fixation: autoDraw = False
13.0405 	EXP 	line1: autoDraw = True
13.0405 	EXP 	line2: autoDraw = True
13.0405 	EXP 	line3: autoDraw = True
13.0405 	EXP 	line4: autoDraw = True
14.0405 	INFO 	Keyboard events cleared
14.0403 	EXP 	probe: autoDraw = True
14.6246 	EXP 	Device response: <KeyPress from None: t=14.622176100005163, value=c, duration=None>
14.6250 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'pos': -150, 'corr_resp': 'z', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
14.6265 	DATA 	Keypress: c
14.6398 	EXP 	fixation: autoDraw = False
14.6398 	EXP 	line1: autoDraw = False
14.6398 	EXP 	line2: autoDraw = False
14.6398 	EXP 	line3: autoDraw = False
14.6398 	EXP 	line4: autoDraw = False
14.6398 	EXP 	probe: autoDraw = False
14.6398 	EXP 	fixation: autoDraw = True
14.7738 	EXP 	Device response: <KeyPress from None: t=14.622176100005163, value=c, duration=0.14371149998623878>
15.6393 	EXP 	fixation: autoDraw = False
15.6393 	EXP 	line1: autoDraw = True
15.6393 	EXP 	line2: autoDraw = True
15.6393 	EXP 	line3: autoDraw = True
15.6393 	EXP 	line4: autoDraw = True
16.6393 	INFO 	Keyboard events cleared
16.6390 	EXP 	probe: autoDraw = True
17.3396 	EXP 	Device response: <KeyPress from None: t=17.329022399993846, value=z, duration=None>
17.3400 	EXP 	New trial (rep=1, index=0): <Trial 4 (0 in rep 1) data={'pos': -50, 'corr_resp': 'x', 'thisN': 4, 'thisTrialN': 0, 'thisRepN': 1}>
17.3416 	DATA 	Keypress: z
17.3555 	EXP 	fixation: autoDraw = False
17.3555 	EXP 	line1: autoDraw = False
17.3555 	EXP 	line2: autoDraw = False
17.3555 	EXP 	line3: autoDraw = False
17.3555 	EXP 	line4: autoDraw = False
17.3555 	EXP 	probe: autoDraw = False
17.3555 	EXP 	fixation: autoDraw = True
17.5397 	EXP 	Device response: <KeyPress from None: t=17.329022399993846, value=z, duration=0.19405900000128895>
18.3554 	EXP 	fixation: autoDraw = False
18.3554 	EXP 	line1: autoDraw = True
18.3554 	EXP 	line2: autoDraw = True
18.3554 	EXP 	line3: autoDraw = True
18.3554 	EXP 	line4: autoDraw = True
19.3553 	INFO 	Keyboard events cleared
19.3552 	EXP 	probe: autoDraw = True
19.9389 	EXP 	Device response: <KeyPress from None: t=19.925936799991177, value=x, duration=None>
19.9395 	EXP 	New trial (rep=1, index=1): <Trial 5 (1 in rep 1) data={'pos': 150, 'corr_resp': 'v', 'thisN': 5, 'thisTrialN': 1, 'thisRepN': 1}>
19.9418 	DATA 	Keypress: x
19.9549 	EXP 	fixation: autoDraw = False
19.9549 	EXP 	line1: autoDraw = False
19.9549 	EXP 	line2: autoDraw = False
19.9549 	EXP 	line3: autoDraw = False
19.9549 	EXP 	line4: autoDraw = False
19.9549 	EXP 	probe: autoDraw = False
19.9549 	EXP 	fixation: autoDraw = True
20.1213 	EXP 	Device response: <KeyPress from None: t=19.925936799991177, value=x, duration=0.1930424000020139>
20.9545 	EXP 	fixation: autoDraw = False
20.9545 	EXP 	line1: autoDraw = True
20.9545 	EXP 	line2: autoDraw = True
20.9545 	EXP 	line3: autoDraw = True
20.9545 	EXP 	line4: autoDraw = True
21.9544 	INFO 	Keyboard events cleared
21.9543 	EXP 	probe: autoDraw = True
22.6879 	EXP 	Device response: <KeyPress from None: t=22.681018300005235, value=v, duration=None>
22.6884 	EXP 	New trial (rep=1, index=2): <Trial 6 (2 in rep 1) data={'pos': 50, 'corr_resp': 'c', 'thisN': 6, 'thisTrialN': 2, 'thisRepN': 1}>
22.6903 	DATA 	Keypress: v
22.7041 	EXP 	fixation: autoDraw = False
22.7041 	EXP 	line1: autoDraw = False
22.7041 	EXP 	line2: autoDraw = False
22.7041 	EXP 	line3: autoDraw = False
22.7041 	EXP 	line4: autoDraw = False
22.7041 	EXP 	probe: autoDraw = False
22.7041 	EXP 	fixation: autoDraw = True
22.8711 	EXP 	Device response: <KeyPress from None: t=22.681018300005235, value=v, duration=0.1826493999978993>
23.7037 	EXP 	fixation: autoDraw = False
23.7037 	EXP 	line1: autoDraw = True
23.7037 	EXP 	line2: autoDraw = True
23.7037 	EXP 	line3: autoDraw = True
23.7037 	EXP 	line4: autoDraw = True
24.7032 	INFO 	Keyboard events cleared
24.7031 	EXP 	probe: autoDraw = True
25.2868 	EXP 	Device response: <KeyPress from None: t=25.28148710000096, value=c, duration=None>
25.2872 	EXP 	New trial (rep=1, index=3): <Trial 7 (3 in rep 1) data={'pos': -150, 'corr_resp': 'z', 'thisN': 7, 'thisTrialN': 3, 'thisRepN': 1}>
25.2888 	DATA 	Keypress: c
25.3031 	EXP 	fixation: autoDraw = False
25.3031 	EXP 	line1: autoDraw = False
25.3031 	EXP 	line2: autoDraw = False
25.3031 	EXP 	line3: autoDraw = False
25.3031 	EXP 	line4: autoDraw = False
25.3031 	EXP 	probe: autoDraw = False
25.3031 	EXP 	fixation: autoDraw = True
25.4869 	EXP 	Device response: <KeyPress from None: t=25.28148710000096, value=c, duration=0.20367970000370406>
26.3029 	EXP 	fixation: autoDraw = False
26.3029 	EXP 	line1: autoDraw = True
26.3029 	EXP 	line2: autoDraw = True
26.3029 	EXP 	line3: autoDraw = True
26.3029 	EXP 	line4: autoDraw = True
27.3027 	INFO 	Keyboard events cleared
27.3025 	EXP 	probe: autoDraw = True
28.0524 	EXP 	Device response: <KeyPress from None: t=28.040700100013055, value=z, duration=None>
28.0528 	EXP 	New trial (rep=2, index=0): <Trial 8 (0 in rep 2) data={'pos': -50, 'corr_resp': 'x', 'thisN': 8, 'thisTrialN': 0, 'thisRepN': 2}>
28.0542 	DATA 	Keypress: z
28.0684 	EXP 	fixation: autoDraw = False
28.0684 	EXP 	line1: autoDraw = False
28.0684 	EXP 	line2: autoDraw = False
28.0684 	EXP 	line3: autoDraw = False
28.0684 	EXP 	line4: autoDraw = False
28.0684 	EXP 	probe: autoDraw = False
28.0684 	EXP 	fixation: autoDraw = True
28.2026 	EXP 	Device response: <KeyPress from None: t=28.040700100013055, value=z, duration=0.15492459997767583>
29.0519 	EXP 	line1: autoDraw = True
29.0519 	EXP 	line2: autoDraw = True
29.0519 	EXP 	line3: autoDraw = True
29.0519 	EXP 	line4: autoDraw = True
29.0682 	EXP 	fixation: autoDraw = False
30.0681 	INFO 	Keyboard events cleared
30.0679 	EXP 	probe: autoDraw = True
30.4202 	DATA 	Keypress: x
30.4352 	EXP 	Device response: <KeyPress from None: t=30.418788600014523, value=x, duration=None>
30.4355 	EXP 	New trial (rep=2, index=1): <Trial 9 (1 in rep 2) data={'pos': 150, 'corr_resp': 'v', 'thisN': 9, 'thisTrialN': 1, 'thisRepN': 2}>
30.4514 	EXP 	fixation: autoDraw = False
30.4514 	EXP 	line1: autoDraw = False
30.4514 	EXP 	line2: autoDraw = False
30.4514 	EXP 	line3: autoDraw = False
30.4514 	EXP 	line4: autoDraw = False
30.4514 	EXP 	probe: autoDraw = False
30.4514 	EXP 	fixation: autoDraw = True
30.6518 	EXP 	Device response: <KeyPress from None: t=30.418788600014523, value=x, duration=0.22604349997709505>
31.4505 	EXP 	fixation: autoDraw = False
31.4505 	EXP 	line1: autoDraw = True
31.4505 	EXP 	line2: autoDraw = True
31.4505 	EXP 	line3: autoDraw = True
31.4505 	EXP 	line4: autoDraw = True
32.4507 	INFO 	Keyboard events cleared
32.4504 	EXP 	probe: autoDraw = True
33.1010 	EXP 	Device response: <KeyPress from None: t=33.096441700006835, value=v, duration=None>
33.1014 	EXP 	New trial (rep=2, index=2): <Trial 10 (2 in rep 2) data={'pos': 50, 'corr_resp': 'c', 'thisN': 10, 'thisTrialN': 2, 'thisRepN': 2}>
33.1031 	DATA 	Keypress: v
33.1170 	EXP 	fixation: autoDraw = False
33.1170 	EXP 	line1: autoDraw = False
33.1170 	EXP 	line2: autoDraw = False
33.1170 	EXP 	line3: autoDraw = False
33.1170 	EXP 	line4: autoDraw = False
33.1170 	EXP 	probe: autoDraw = False
33.1170 	EXP 	fixation: autoDraw = True
33.2509 	EXP 	Device response: <KeyPress from None: t=33.096441700006835, value=v, duration=0.14452800000435673>
34.1167 	EXP 	fixation: autoDraw = False
34.1167 	EXP 	line1: autoDraw = True
34.1167 	EXP 	line2: autoDraw = True
34.1167 	EXP 	line3: autoDraw = True
34.1167 	EXP 	line4: autoDraw = True
35.1165 	INFO 	Keyboard events cleared
35.1164 	EXP 	probe: autoDraw = True
35.4336 	EXP 	Device response: <KeyPress from None: t=35.42451050001546, value=c, duration=None>
35.4340 	EXP 	New trial (rep=2, index=3): <Trial 11 (3 in rep 2) data={'pos': -150, 'corr_resp': 'z', 'thisN': 11, 'thisTrialN': 3, 'thisRepN': 2}>
35.4355 	DATA 	Keypress: c
35.4497 	EXP 	fixation: autoDraw = False
35.4497 	EXP 	line1: autoDraw = False
35.4497 	EXP 	line2: autoDraw = False
35.4497 	EXP 	line3: autoDraw = False
35.4497 	EXP 	line4: autoDraw = False
35.4497 	EXP 	probe: autoDraw = False
35.4497 	EXP 	fixation: autoDraw = True
35.5835 	EXP 	Device response: <KeyPress from None: t=35.42451050001546, value=c, duration=0.142971099994611>
36.4494 	EXP 	fixation: autoDraw = False
36.4494 	EXP 	line1: autoDraw = True
36.4494 	EXP 	line2: autoDraw = True
36.4494 	EXP 	line3: autoDraw = True
36.4494 	EXP 	line4: autoDraw = True
37.4492 	INFO 	Keyboard events cleared
37.4490 	EXP 	probe: autoDraw = True
38.1324 	EXP 	Device response: <KeyPress from None: t=38.128737699997146, value=z, duration=None>
38.1331 	EXP 	New trial (rep=3, index=0): <Trial 12 (0 in rep 3) data={'pos': -50, 'corr_resp': 'x', 'thisN': 12, 'thisTrialN': 0, 'thisRepN': 3}>
38.1355 	DATA 	Keypress: z
38.1484 	EXP 	fixation: autoDraw = False
38.1484 	EXP 	line1: autoDraw = False
38.1484 	EXP 	line2: autoDraw = False
38.1484 	EXP 	line3: autoDraw = False
38.1484 	EXP 	line4: autoDraw = False
38.1484 	EXP 	probe: autoDraw = False
38.1484 	EXP 	fixation: autoDraw = True
38.3325 	EXP 	Device response: <KeyPress from None: t=38.128737699997146, value=z, duration=0.18862960001570173>
39.1484 	EXP 	fixation: autoDraw = False
39.1484 	EXP 	line1: autoDraw = True
39.1484 	EXP 	line2: autoDraw = True
39.1484 	EXP 	line3: autoDraw = True
39.1484 	EXP 	line4: autoDraw = True
40.1481 	INFO 	Keyboard events cleared
40.1480 	EXP 	probe: autoDraw = True
40.4331 	DATA 	Keypress: x
40.4480 	EXP 	Device response: <KeyPress from None: t=40.43105569999898, value=x, duration=None>
40.4483 	EXP 	New trial (rep=3, index=1): <Trial 13 (1 in rep 3) data={'pos': 150, 'corr_resp': 'v', 'thisN': 13, 'thisTrialN': 1, 'thisRepN': 3}>
40.4642 	EXP 	fixation: autoDraw = False
40.4642 	EXP 	line1: autoDraw = False
40.4642 	EXP 	line2: autoDraw = False
40.4642 	EXP 	line3: autoDraw = False
40.4642 	EXP 	line4: autoDraw = False
40.4642 	EXP 	probe: autoDraw = False
40.4642 	EXP 	fixation: autoDraw = True
40.5984 	EXP 	Device response: <KeyPress from None: t=40.43105569999898, value=x, duration=0.15627460001269355>
41.4476 	EXP 	line1: autoDraw = True
41.4476 	EXP 	line2: autoDraw = True
41.4476 	EXP 	line3: autoDraw = True
41.4476 	EXP 	line4: autoDraw = True
41.4641 	EXP 	fixation: autoDraw = False
42.4475 	INFO 	Keyboard events cleared
42.4473 	EXP 	probe: autoDraw = True
43.0976 	EXP 	Device response: <KeyPress from None: t=43.08283540001139, value=v, duration=None>
43.0981 	EXP 	New trial (rep=3, index=2): <Trial 14 (2 in rep 3) data={'pos': 50, 'corr_resp': 'c', 'thisN': 14, 'thisTrialN': 2, 'thisRepN': 3}>
43.0997 	DATA 	Keypress: v
43.1137 	EXP 	fixation: autoDraw = False
43.1137 	EXP 	line1: autoDraw = False
43.1137 	EXP 	line2: autoDraw = False
43.1137 	EXP 	line3: autoDraw = False
43.1137 	EXP 	line4: autoDraw = False
43.1137 	EXP 	probe: autoDraw = False
43.1137 	EXP 	fixation: autoDraw = True
43.2310 	EXP 	Device response: <KeyPress from None: t=43.08283540001139, value=v, duration=0.13375389997963794>
44.1132 	EXP 	fixation: autoDraw = False
44.1132 	EXP 	line1: autoDraw = True
44.1132 	EXP 	line2: autoDraw = True
44.1132 	EXP 	line3: autoDraw = True
44.1132 	EXP 	line4: autoDraw = True
45.1128 	INFO 	Keyboard events cleared
45.1126 	EXP 	probe: autoDraw = True
45.4499 	DATA 	Keypress: c
45.4631 	EXP 	Device response: <KeyPress from None: t=45.44922189999488, value=c, duration=None>
45.4635 	EXP 	New trial (rep=3, index=3): <Trial 15 (3 in rep 3) data={'pos': -150, 'corr_resp': 'z', 'thisN': 15, 'thisTrialN': 3, 'thisRepN': 3}>
45.4795 	EXP 	fixation: autoDraw = False
45.4795 	EXP 	line1: autoDraw = False
45.4795 	EXP 	line2: autoDraw = False
45.4795 	EXP 	line3: autoDraw = False
45.4795 	EXP 	line4: autoDraw = False
45.4795 	EXP 	probe: autoDraw = False
45.4795 	EXP 	fixation: autoDraw = True
45.5967 	EXP 	Device response: <KeyPress from None: t=45.44922189999488, value=c, duration=0.14044859999557957>
46.4624 	EXP 	line1: autoDraw = True
46.4624 	EXP 	line2: autoDraw = True
46.4624 	EXP 	line3: autoDraw = True
46.4624 	EXP 	line4: autoDraw = True
46.4790 	EXP 	fixation: autoDraw = False
47.4790 	INFO 	Keyboard events cleared
47.4789 	EXP 	probe: autoDraw = True
48.6792 	EXP 	Device response: <KeyPress from None: t=48.6775856000022, value=z, duration=None>
48.6799 	EXP 	New trial (rep=4, index=0): <Trial 16 (0 in rep 4) data={'pos': -50, 'corr_resp': 'x', 'thisN': 16, 'thisTrialN': 0, 'thisRepN': 4}>
48.6817 	DATA 	Keypress: z
48.6952 	EXP 	fixation: autoDraw = False
48.6952 	EXP 	line1: autoDraw = False
48.6952 	EXP 	line2: autoDraw = False
48.6952 	EXP 	line3: autoDraw = False
48.6952 	EXP 	line4: autoDraw = False
48.6952 	EXP 	probe: autoDraw = False
48.6952 	EXP 	fixation: autoDraw = True
48.8790 	EXP 	Device response: <KeyPress from None: t=48.6775856000022, value=z, duration=0.1947611999930814>
49.6948 	EXP 	fixation: autoDraw = False
49.6948 	EXP 	line1: autoDraw = True
49.6948 	EXP 	line2: autoDraw = True
49.6948 	EXP 	line3: autoDraw = True
49.6948 	EXP 	line4: autoDraw = True
50.6943 	INFO 	Keyboard events cleared
50.6941 	EXP 	probe: autoDraw = True
51.3281 	EXP 	Device response: <KeyPress from None: t=51.32453690000693, value=x, duration=None>
51.3285 	EXP 	New trial (rep=4, index=1): <Trial 17 (1 in rep 4) data={'pos': 150, 'corr_resp': 'v', 'thisN': 17, 'thisTrialN': 1, 'thisRepN': 4}>
51.3302 	DATA 	Keypress: x
51.3443 	EXP 	fixation: autoDraw = False
51.3443 	EXP 	line1: autoDraw = False
51.3443 	EXP 	line2: autoDraw = False
51.3443 	EXP 	line3: autoDraw = False
51.3443 	EXP 	line4: autoDraw = False
51.3443 	EXP 	probe: autoDraw = False
51.3443 	EXP 	fixation: autoDraw = True
51.5614 	EXP 	Device response: <KeyPress from None: t=51.32453690000693, value=x, duration=0.22099919998436235>
52.3441 	EXP 	fixation: autoDraw = False
52.3441 	EXP 	line1: autoDraw = True
52.3441 	EXP 	line2: autoDraw = True
52.3441 	EXP 	line3: autoDraw = True
52.3441 	EXP 	line4: autoDraw = True
53.3436 	INFO 	Keyboard events cleared
53.3435 	EXP 	probe: autoDraw = True
55.9099 	EXP 	Device response: <KeyPress from None: t=55.9064173999941, value=v, duration=None>
55.9103 	EXP 	New trial (rep=4, index=2): <Trial 18 (2 in rep 4) data={'pos': 50, 'corr_resp': 'c', 'thisN': 18, 'thisTrialN': 2, 'thisRepN': 4}>
55.9120 	DATA 	Keypress: v
55.9260 	EXP 	fixation: autoDraw = False
55.9260 	EXP 	line1: autoDraw = False
55.9260 	EXP 	line2: autoDraw = False
55.9260 	EXP 	line3: autoDraw = False
55.9260 	EXP 	line4: autoDraw = False
55.9260 	EXP 	probe: autoDraw = False
55.9260 	EXP 	fixation: autoDraw = True
